"","date_of_interest","boro","case_count","probable_case_count","hospitalized_count","death_count","probable_death_count","case_count_7day_avg","all_case_count_7day_avg","hospitalized_count_7day_avg","death_count_7day_avg","all_death_count_7day_avg"
"367",2020-05-10,"Bronx",75,4,27,13,4,246,250,50,25,29
"368",2020-05-11,"Bronx",226,2,48,27,2,228,232,48,24,27
"369",2020-05-12,"Bronx",355,3,33,19,2,237,241,43,23,26
"370",2020-05-13,"Bronx",461,2,35,16,2,263,266,40,21,23
"371",2020-05-14,"Bronx",256,2,25,11,3,257,260,37,18,21
"372",2020-05-15,"Bronx",180,2,29,15,2,247,249,33,17,20
"373",2020-05-16,"Bronx",108,1,14,26,2,237,240,30,18,21
"374",2020-05-17,"Bronx",56,2,27,19,1,235,237,30,19,21
"375",2020-05-18,"Bronx",187,0,21,10,0,229,231,26,17,18
"376",2020-05-19,"Bronx",181,2,34,12,2,204,206,26,16,17
"377",2020-05-20,"Bronx",278,0,25,15,0,178,179,25,15,17
"378",2020-05-21,"Bronx",199,3,17,12,3,170,171,24,16,17
"379",2020-05-22,"Bronx",264,1,27,12,2,182,183,24,15,17
"380",2020-05-23,"Bronx",90,0,18,17,0,179,180,24,14,15
"381",2020-05-24,"Bronx",101,0,21,13,0,186,187,23,13,14
"382",2020-05-25,"Bronx",103,2,23,8,2,174,175,24,13,14
"383",2020-05-26,"Bronx",284,2,20,10,2,188,190,22,12,14
"384",2020-05-27,"Bronx",182,0,17,9,0,175,176,20,12,13
"385",2020-05-28,"Bronx",118,0,11,12,0,163,164,20,12,12
"386",2020-05-29,"Bronx",165,4,25,6,3,149,150,19,11,12
"387",2020-05-30,"Bronx",80,1,13,13,1,148,149,19,10,11
"388",2020-05-31,"Bronx",30,3,14,6,1,137,139,18,9,10
"389",2020-06-01,"Bronx",158,5,14,3,1,145,147,16,8,10
"390",2020-06-02,"Bronx",121,0,12,8,0,122,124,15,8,9
"391",2020-06-03,"Bronx",113,0,19,11,0,112,114,15,8,9
"392",2020-06-04,"Bronx",126,5,13,4,1,113,116,16,7,8
"393",2020-06-05,"Bronx",108,5,10,9,1,105,108,14,8,8
"394",2020-06-06,"Bronx",50,1,11,12,0,101,104,13,8,8
"395",2020-06-07,"Bronx",43,2,15,7,1,103,105,13,8,8
"396",2020-06-08,"Bronx",97,4,10,10,0,94,96,13,9,9
"397",2020-06-09,"Bronx",84,3,14,6,1,89,92,13,8,9
"398",2020-06-10,"Bronx",76,7,10,9,2,83,87,12,8,9
"399",2020-06-11,"Bronx",65,4,14,6,0,75,78,12,8,9
"400",2020-06-12,"Bronx",80,7,15,5,2,71,75,13,8,9
"401",2020-06-13,"Bronx",46,3,5,5,1,70,74,12,7,8
"402",2020-06-14,"Bronx",27,4,11,7,0,68,72,11,7,8
"403",2020-06-15,"Bronx",80,3,15,5,0,65,70,12,6,7
"404",2020-06-16,"Bronx",80,4,10,3,0,65,69,11,6,6
"405",2020-06-17,"Bronx",68,3,13,2,0,64,68,12,5,5
"406",2020-06-18,"Bronx",60,5,10,1,0,63,67,11,4,4
"407",2020-06-19,"Bronx",83,3,13,3,0,63,67,11,4,4
"408",2020-06-20,"Bronx",53,4,5,5,0,64,68,11,4,4
"409",2020-06-21,"Bronx",25,2,5,6,0,64,68,10,4,4
"410",2020-06-22,"Bronx",92,3,12,1,0,66,69,10,3,3
"411",2020-06-23,"Bronx",73,2,11,7,0,65,68,10,4,4
"412",2020-06-24,"Bronx",90,3,7,2,0,68,71,9,4,4
"413",2020-06-25,"Bronx",64,3,13,4,0,69,71,9,4,4
"414",2020-06-26,"Bronx",66,5,10,5,0,66,69,9,4,4
"415",2020-06-27,"Bronx",27,4,7,1,2,62,66,9,4,4
"416",2020-06-28,"Bronx",35,2,9,3,0,64,67,10,3,4
"417",2020-06-29,"Bronx",75,2,8,6,0,61,64,9,4,4
"418",2020-06-30,"Bronx",77,2,7,2,0,62,65,9,3,4
"419",2020-07-01,"Bronx",62,7,9,1,0,58,62,9,3,3
"420",2020-07-02,"Bronx",73,2,10,1,1,59,63,9,3,3
"421",2020-07-03,"Bronx",41,4,4,6,0,56,59,8,3,3
"422",2020-07-04,"Bronx",21,2,5,1,0,55,58,7,3,3
"423",2020-07-05,"Bronx",19,2,4,5,0,53,56,7,3,3
"424",2020-07-06,"Bronx",67,5,9,4,2,51,55,7,3,3
"425",2020-07-07,"Bronx",112,4,18,1,0,56,60,8,3,3
"426",2020-07-08,"Bronx",83,4,7,3,2,59,63,8,3,4
"427",2020-07-09,"Bronx",90,5,19,2,0,62,66,9,3,4
"428",2020-07-10,"Bronx",65,7,9,4,0,65,69,10,3,3
"429",2020-07-11,"Bronx",40,6,5,1,0,68,73,10,3,3
"430",2020-07-12,"Bronx",44,4,8,1,0,72,77,11,2,3
"431",2020-07-13,"Bronx",108,5,12,5,0,77,82,11,2,3
"432",2020-07-14,"Bronx",70,4,11,2,0,71,76,10,3,3
"433",2020-07-15,"Bronx",107,8,9,3,0,75,80,10,3,3
"434",2020-07-16,"Bronx",94,4,11,1,0,75,81,9,2,2
"435",2020-07-17,"Bronx",75,4,11,1,0,77,82,10,2,2
"436",2020-07-18,"Bronx",54,3,7,1,0,79,83,10,2,2
"437",2020-07-19,"Bronx",38,8,7,1,1,78,83,10,2,2
"438",2020-07-20,"Bronx",95,3,11,2,1,76,81,10,2,2
"439",2020-07-21,"Bronx",71,3,6,3,0,76,81,9,2,2
"440",2020-07-22,"Bronx",79,3,7,2,0,72,76,9,2,2
"441",2020-07-23,"Bronx",69,5,5,0,0,69,73,8,1,2
"442",2020-07-24,"Bronx",73,3,10,2,0,68,72,8,2,2
"443",2020-07-25,"Bronx",25,3,12,6,0,64,68,8,2,3
"444",2020-07-26,"Bronx",30,2,7,2,0,63,66,8,2,3
"445",2020-07-27,"Bronx",58,2,12,1,0,58,61,8,2,2
"446",2020-07-28,"Bronx",58,2,9,5,0,56,59,9,3,3
"447",2020-07-29,"Bronx",80,3,5,1,0,56,59,9,2,2
"448",2020-07-30,"Bronx",58,2,6,1,0,55,57,9,3,3
"449",2020-07-31,"Bronx",55,4,6,1,0,52,55,8,2,2
"450",2020-08-01,"Bronx",37,4,6,3,0,54,56,7,2,2
"451",2020-08-02,"Bronx",30,4,6,0,0,54,57,7,2,2
"452",2020-08-03,"Bronx",96,3,13,1,0,59,62,7,2,2
"453",2020-08-04,"Bronx",47,6,13,1,0,58,61,8,1,1
"454",2020-08-05,"Bronx",65,4,10,1,0,55,59,9,1,1
"455",2020-08-06,"Bronx",65,3,9,1,0,56,60,9,1,1
"456",2020-08-07,"Bronx",53,9,7,1,0,56,61,9,1,1
"457",2020-08-08,"Bronx",30,6,6,1,0,55,60,9,1,1
"458",2020-08-09,"Bronx",19,4,7,1,0,54,59,9,1,1
"459",2020-08-10,"Bronx",89,8,8,2,0,53,58,9,1,1
"460",2020-08-11,"Bronx",70,7,10,0,0,56,62,8,1,1
"461",2020-08-12,"Bronx",59,5,6,1,0,55,61,8,1,1
"462",2020-08-13,"Bronx",59,7,9,1,1,54,61,8,1,1
"463",2020-08-14,"Bronx",69,4,6,1,0,56,62,7,1,1
"464",2020-08-15,"Bronx",42,1,8,3,1,58,63,8,1,2
"465",2020-08-16,"Bronx",23,7,12,2,0,59,64,8,1,2
"466",2020-08-17,"Bronx",71,7,9,1,0,56,62,9,1,2
"467",2020-08-18,"Bronx",55,5,15,1,0,54,59,9,1,2
"468",2020-08-19,"Bronx",50,12,4,0,0,53,59,9,1,2
"469",2020-08-20,"Bronx",63,6,12,2,0,53,59,9,1,2
"470",2020-08-21,"Bronx",52,7,9,0,0,51,57,10,1,1
"471",2020-08-22,"Bronx",29,6,6,0,0,49,56,10,1,1
"472",2020-08-23,"Bronx",32,7,2,2,0,50,57,8,1,1
"473",2020-08-24,"Bronx",64,4,11,5,0,49,56,8,1,1
"474",2020-08-25,"Bronx",64,4,10,2,0,51,57,8,2,2
"475",2020-08-26,"Bronx",64,8,6,1,0,53,59,8,2,2
"476",2020-08-27,"Bronx",52,5,10,1,0,51,57,8,2,2
"477",2020-08-28,"Bronx",77,4,4,3,0,55,60,7,2,2
"478",2020-08-29,"Bronx",28,8,7,1,0,54,60,7,2,2
"479",2020-08-30,"Bronx",20,6,2,2,0,53,58,7,2,2
"480",2020-08-31,"Bronx",46,6,8,1,0,50,56,7,2,2
"481",2020-09-01,"Bronx",52,11,5,1,0,48,55,6,1,1
"482",2020-09-02,"Bronx",42,8,3,1,0,45,52,6,1,1
"483",2020-09-03,"Bronx",40,5,2,2,0,44,50,4,2,2
"484",2020-09-04,"Bronx",44,1,7,1,0,39,45,5,1,1
"485",2020-09-05,"Bronx",30,3,7,0,0,39,45,5,1,1
"486",2020-09-06,"Bronx",18,4,3,2,0,39,44,5,1,1
"487",2020-09-07,"Bronx",32,4,5,0,0,37,42,5,1,1
"488",2020-09-08,"Bronx",81,5,7,1,0,41,45,5,1,1
"489",2020-09-09,"Bronx",56,6,5,1,0,43,47,5,1,1
"490",2020-09-10,"Bronx",45,4,3,1,0,44,48,5,1,1
"491",2020-09-11,"Bronx",55,8,11,2,1,45,50,6,1,1
"492",2020-09-12,"Bronx",35,8,2,1,0,46,52,5,1,1
"493",2020-09-13,"Bronx",19,2,2,0,0,46,51,5,1,1
"494",2020-09-14,"Bronx",74,7,4,1,0,52,58,5,1,1
"495",2020-09-15,"Bronx",54,10,11,2,0,48,55,5,1,1
"496",2020-09-16,"Bronx",50,8,7,1,0,47,54,6,1,1
"497",2020-09-17,"Bronx",59,6,7,1,0,49,56,6,1,1
"498",2020-09-18,"Bronx",45,7,12,1,0,48,55,6,1,1
"499",2020-09-19,"Bronx",30,4,2,1,0,47,54,6,1,1
"500",2020-09-20,"Bronx",23,4,8,0,0,48,54,7,1,1
"501",2020-09-21,"Bronx",69,12,6,1,0,47,54,8,1,1
"502",2020-09-22,"Bronx",59,11,8,0,0,48,55,7,1,1
"503",2020-09-23,"Bronx",80,11,6,1,0,52,60,7,1,1
"504",2020-09-24,"Bronx",63,5,6,0,0,53,60,7,1,1
"505",2020-09-25,"Bronx",48,9,11,2,0,53,61,7,1,1
"506",2020-09-26,"Bronx",42,10,5,4,0,55,64,7,1,1
"507",2020-09-27,"Bronx",32,5,5,0,0,56,65,7,1,1
"508",2020-09-28,"Bronx",82,10,6,1,0,58,67,7,1,1
"509",2020-09-29,"Bronx",64,10,7,3,0,59,67,7,2,2
"510",2020-09-30,"Bronx",52,10,2,3,0,55,63,6,2,2
"511",2020-10-01,"Bronx",76,2,3,0,0,57,65,6,2,2
"512",2020-10-02,"Bronx",80,10,5,1,0,61,69,5,2,2
"513",2020-10-03,"Bronx",34,5,2,1,0,60,67,4,1,1
"514",2020-10-04,"Bronx",35,11,4,0,0,60,69,4,1,1
"515",2020-10-05,"Bronx",94,15,10,1,0,62,71,5,1,1
"516",2020-10-06,"Bronx",67,10,7,0,0,63,72,5,1,1
"517",2020-10-07,"Bronx",75,11,8,1,0,66,75,6,1,1
"518",2020-10-08,"Bronx",83,8,8,1,0,67,77,6,1,1
"519",2020-10-09,"Bronx",92,9,7,1,0,69,78,7,1,1
"520",2020-10-10,"Bronx",36,9,3,1,0,69,79,7,1,1
"521",2020-10-11,"Bronx",38,9,12,2,0,69,79,8,1,1
"522",2020-10-12,"Bronx",53,17,3,1,0,63,74,7,1,1
"523",2020-10-13,"Bronx",91,31,9,0,0,67,80,7,1,1
"524",2020-10-14,"Bronx",89,20,5,2,1,69,84,7,1,1
"525",2020-10-15,"Bronx",91,29,13,1,0,70,88,7,1,1
"526",2020-10-16,"Bronx",77,22,7,1,0,68,87,7,1,1
"527",2020-10-17,"Bronx",64,15,8,1,0,72,92,8,1,1
"528",2020-10-18,"Bronx",45,13,5,2,0,73,94,7,1,1
"529",2020-10-19,"Bronx",105,28,8,0,0,80,103,8,1,1
"530",2020-10-20,"Bronx",92,25,9,1,0,80,102,8,1,1
"531",2020-10-21,"Bronx",96,27,11,0,0,81,104,9,1,1
"532",2020-10-22,"Bronx",122,15,7,0,0,86,107,8,1,1
"533",2020-10-23,"Bronx",115,26,10,1,0,91,113,8,1,1
"534",2020-10-24,"Bronx",72,26,10,0,0,92,115,9,1,1
"535",2020-10-25,"Bronx",66,26,8,2,0,95,120,9,1,1
"536",2020-10-26,"Bronx",132,34,8,0,0,99,125,9,1,1
"537",2020-10-27,"Bronx",118,37,8,3,0,103,130,9,1,1
"538",2020-10-28,"Bronx",124,29,8,0,0,107,135,8,1,1
"539",2020-10-29,"Bronx",99,37,10,0,0,104,134,9,1,1
"540",2020-10-30,"Bronx",115,41,12,1,0,104,137,9,1,1
"541",2020-10-31,"Bronx",65,35,8,0,0,103,137,9,1,1
"542",2020-11-01,"Bronx",56,56,7,1,0,101,140,9,1,1
"543",2020-11-02,"Bronx",158,69,14,3,0,105,148,10,1,1
"544",2020-11-03,"Bronx",151,40,13,2,0,110,154,10,1,1
"545",2020-11-04,"Bronx",182,65,11,0,0,118,167,11,1,1
"546",2020-11-05,"Bronx",194,56,12,3,1,132,183,11,1,2
"547",2020-11-06,"Bronx",187,66,7,4,0,142,197,10,2,2
"548",2020-11-07,"Bronx",133,55,15,2,0,152,210,11,2,2
"549",2020-11-08,"Bronx",106,67,10,2,0,159,218,12,2,2
"550",2020-11-09,"Bronx",240,73,17,0,0,170,231,12,2,2
"551",2020-11-10,"Bronx",273,71,15,2,0,188,253,12,2,2
"552",2020-11-11,"Bronx",235,79,19,2,0,195,262,14,2,2
"553",2020-11-12,"Bronx",239,90,20,4,0,202,273,15,2,2
"554",2020-11-13,"Bronx",263,90,17,1,0,213,288,16,2,2
"555",2020-11-14,"Bronx",188,88,20,1,1,221,300,17,2,2
"556",2020-11-15,"Bronx",131,72,12,2,0,224,305,17,2,2
"557",2020-11-16,"Bronx",310,80,26,1,0,234,316,18,2,2
"558",2020-11-17,"Bronx",334,86,18,1,0,243,326,19,2,2
"559",2020-11-18,"Bronx",307,93,25,0,0,253,339,20,1,2
"560",2020-11-19,"Bronx",362,94,20,1,0,271,357,20,1,1
"561",2020-11-20,"Bronx",327,111,24,2,0,280,369,21,1,1
"562",2020-11-21,"Bronx",255,90,19,1,0,289,379,21,1,1
"563",2020-11-22,"Bronx",185,79,15,4,0,297,388,21,1,1
"564",2020-11-23,"Bronx",425,110,33,0,1,314,408,22,1,1
"565",2020-11-24,"Bronx",356,113,17,2,1,317,415,22,1,2
"566",2020-11-25,"Bronx",413,101,23,3,0,332,432,22,2,2
"567",2020-11-26,"Bronx",136,61,26,1,0,300,395,22,2,2
"568",2020-11-27,"Bronx",379,147,24,1,0,307,407,22,2,2
"569",2020-11-28,"Bronx",328,133,23,4,1,317,424,23,2,3
"570",2020-11-29,"Bronx",227,121,29,3,0,323,436,25,2,2
"571",2020-11-30,"Bronx",449,147,39,6,0,327,444,26,3,3
"572",2020-12-01,"Bronx",575,167,43,1,0,358,483,30,3,3
"573",2020-12-02,"Bronx",520,133,31,4,0,373,503,31,3,3
"574",2020-12-03,"Bronx",502,152,39,0,0,426,569,33,3,3
"575",2020-12-04,"Bronx",532,128,38,5,0,448,588,35,3,3
"576",2020-12-05,"Bronx",320,89,31,3,0,446,580,36,3,3
"577",2020-12-06,"Bronx",240,81,35,2,0,448,576,37,3,3
"578",2020-12-07,"Bronx",536,156,43,2,0,461,590,37,2,2
"579",2020-12-08,"Bronx",480,121,37,5,0,447,570,36,3,3
"580",2020-12-09,"Bronx",509,134,54,4,1,446,569,40,3,3
"581",2020-12-10,"Bronx",543,119,45,7,1,451,570,40,4,4
"582",2020-12-11,"Bronx",462,99,52,3,1,441,556,42,4,4
"583",2020-12-12,"Bronx",357,79,45,5,0,447,559,44,4,4
"584",2020-12-13,"Bronx",290,115,37,4,1,454,571,45,4,5
"585",2020-12-14,"Bronx",557,138,49,4,0,457,572,46,5,5
"586",2020-12-15,"Bronx",539,155,42,3,0,465,585,46,4,5
"587",2020-12-16,"Bronx",367,100,39,7,0,445,560,44,5,5
"588",2020-12-17,"Bronx",217,107,45,6,0,398,512,44,5,5
"589",2020-12-18,"Bronx",412,145,60,5,0,391,511,45,5,5
"590",2020-12-19,"Bronx",198,106,42,3,0,369,492,45,5,5
"591",2020-02-29,"Manhattan",1,0,0,0,0,0,0,0,0,0
"592",2020-03-01,"Manhattan",0,0,0,0,0,0,0,0,0,0
"593",2020-03-02,"Manhattan",0,0,0,0,0,0,0,0,0,0
"594",2020-03-03,"Manhattan",0,0,0,0,0,0,0,0,0,0
"595",2020-03-04,"Manhattan",2,0,1,0,0,0,0,0,0,0
"596",2020-03-05,"Manhattan",0,0,3,0,0,0,0,0,0,0
"597",2020-03-06,"Manhattan",3,0,1,0,0,1,1,1,0,0
"598",2020-03-07,"Manhattan",1,0,1,0,0,1,1,1,0,0
"599",2020-03-08,"Manhattan",6,0,1,0,0,2,2,1,0,0
"600",2020-03-09,"Manhattan",24,0,7,0,0,5,5,2,0,0
"601",2020-03-10,"Manhattan",24,0,12,0,0,9,9,4,0,0
"602",2020-03-11,"Manhattan",62,0,16,0,0,17,17,6,0,0
"603",2020-03-12,"Manhattan",137,0,12,0,0,37,37,7,0,0
"604",2020-03-13,"Manhattan",182,0,30,0,0,62,62,11,0,0
"605",2020-03-14,"Manhattan",176,1,28,0,1,87,87,15,0,0
"606",2020-03-15,"Manhattan",206,0,32,2,0,116,116,20,0,0
"607",2020-03-16,"Manhattan",457,0,43,0,0,178,178,25,0,0
"608",2020-03-17,"Manhattan",567,0,67,0,0,255,255,33,0,0
"609",2020-03-18,"Manhattan",538,1,82,4,1,323,324,42,1,1
"610",2020-03-19,"Manhattan",556,1,96,4,0,383,384,54,1,2
"611",2020-03-20,"Manhattan",653,1,116,11,1,450,451,66,3,3
"612",2020-03-21,"Manhattan",398,1,117,5,1,482,483,79,4,4
"613",2020-03-22,"Manhattan",317,2,133,7,2,498,499,93,4,5
"614",2020-03-23,"Manhattan",532,5,189,7,3,509,510,114,5,7
"615",2020-03-24,"Manhattan",620,2,208,17,2,516,518,134,8,9
"616",2020-03-25,"Manhattan",587,4,204,20,4,523,526,152,10,12
"617",2020-03-26,"Manhattan",628,4,233,29,4,534,536,171,14,16
"618",2020-03-27,"Manhattan",656,6,217,42,6,534,537,186,18,21
"619",2020-03-28,"Manhattan",388,6,204,28,6,533,537,198,21,25
"620",2020-03-29,"Manhattan",407,11,165,35,11,545,551,203,25,31
"621",2020-03-30,"Manhattan",807,17,278,34,17,585,592,216,29,36
"622",2020-03-31,"Manhattan",617,11,237,43,10,584,593,220,33,41
"623",2020-04-01,"Manhattan",573,14,212,59,14,582,592,221,39,48
"624",2020-04-02,"Manhattan",652,14,246,62,14,586,597,223,43,54
"625",2020-04-03,"Manhattan",672,23,266,51,23,588,602,230,45,58
"626",2020-04-04,"Manhattan",384,27,212,64,27,587,604,231,50,66
"627",2020-04-05,"Manhattan",358,23,195,86,23,580,599,235,57,75
"628",2020-04-06,"Manhattan",722,32,266,69,32,568,589,233,62,82
"629",2020-04-07,"Manhattan",605,30,202,92,30,567,590,228,69,92
"630",2020-04-08,"Manhattan",547,22,185,66,21,563,587,225,70,94
"631",2020-04-09,"Manhattan",560,30,204,65,29,550,576,219,70,97
"632",2020-04-10,"Manhattan",497,23,203,69,21,525,551,210,73,99
"633",2020-04-11,"Manhattan",303,19,136,60,19,513,539,199,72,97
"634",2020-04-12,"Manhattan",252,25,142,62,26,498,524,191,69,94
"635",2020-04-13,"Manhattan",393,15,195,71,17,451,474,181,69,93
"636",2020-04-14,"Manhattan",441,19,173,59,19,428,449,177,65,86
"637",2020-04-15,"Manhattan",429,19,154,55,19,411,432,172,63,84
"638",2020-04-16,"Manhattan",356,15,120,55,14,382,401,160,62,81
"639",2020-04-17,"Manhattan",330,8,119,41,8,358,375,148,58,75
"640",2020-04-18,"Manhattan",187,15,95,57,15,341,358,143,57,74
"641",2020-04-19,"Manhattan",177,18,76,48,18,330,346,133,55,71
"642",2020-04-20,"Manhattan",381,12,91,49,12,329,344,118,52,67
"643",2020-04-21,"Manhattan",373,13,100,47,13,319,333,108,50,64
"644",2020-04-22,"Manhattan",383,17,107,37,20,312,326,101,48,62
"645",2020-04-23,"Manhattan",401,9,67,47,9,319,332,94,47,60
"646",2020-04-24,"Manhattan",408,7,84,47,6,330,343,89,47,61
"647",2020-04-25,"Manhattan",146,5,47,41,7,324,336,82,45,57
"648",2020-04-26,"Manhattan",98,12,48,34,12,313,324,78,43,54
"649",2020-04-27,"Manhattan",303,5,62,30,5,302,311,74,40,51
"650",2020-04-28,"Manhattan",322,5,65,35,4,294,303,69,39,48
"651",2020-04-29,"Manhattan",287,5,44,32,4,281,288,60,38,45
"652",2020-04-30,"Manhattan",217,3,37,35,3,254,260,55,36,42
"653",2020-05-01,"Manhattan",243,5,39,24,4,231,237,49,33,39
"654",2020-05-02,"Manhattan",138,5,20,23,6,230,235,45,30,36
"655",2020-05-03,"Manhattan",103,3,35,35,3,230,235,43,31,35
"656",2020-05-04,"Manhattan",214,10,38,19,11,218,223,40,29,34
"657",2020-05-05,"Manhattan",244,2,30,18,2,207,211,35,27,31
"658",2020-05-06,"Manhattan",165,2,26,17,2,189,193,32,24,29
"659",2020-05-07,"Manhattan",118,2,21,23,2,175,179,30,23,27
"660",2020-05-08,"Manhattan",99,6,23,13,6,154,159,28,21,26
"661",2020-05-09,"Manhattan",75,3,17,14,3,145,149,27,20,24
"662",2020-05-10,"Manhattan",95,2,22,19,2,144,148,25,18,22
"663",2020-05-11,"Manhattan",192,3,24,14,3,141,144,23,17,20
"664",2020-05-12,"Manhattan",163,2,22,14,2,130,132,22,16,19
"665",2020-05-13,"Manhattan",157,2,21,8,2,128,131,21,15,18
"666",2020-05-14,"Manhattan",149,5,22,16,5,133,136,22,14,17
"667",2020-05-15,"Manhattan",135,5,23,11,5,138,141,22,14,17
"668",2020-05-16,"Manhattan",52,2,12,10,2,135,138,21,13,16
"669",2020-05-17,"Manhattan",50,1,8,11,1,128,131,19,12,15
"670",2020-05-18,"Manhattan",131,2,22,9,2,120,122,19,11,14
"671",2020-05-19,"Manhattan",167,0,23,10,0,120,123,19,11,13
"672",2020-05-20,"Manhattan",165,1,12,12,1,121,124,17,11,14
"673",2020-05-21,"Manhattan",145,0,9,6,0,121,122,16,10,11
"674",2020-05-22,"Manhattan",152,1,15,5,1,123,124,14,9,10
"675",2020-05-23,"Manhattan",49,0,7,7,0,123,123,14,9,9
"676",2020-05-24,"Manhattan",69,2,19,6,2,125,126,15,8,9
"677",2020-05-25,"Manhattan",70,1,17,12,1,117,117,15,8,9
"678",2020-05-26,"Manhattan",126,2,10,6,2,111,112,13,8,9
"679",2020-05-27,"Manhattan",108,2,14,9,1,103,104,13,7,8
"680",2020-05-28,"Manhattan",99,0,10,3,0,96,97,13,7,8
"681",2020-05-29,"Manhattan",73,1,11,5,1,85,86,13,7,8
"682",2020-05-30,"Manhattan",38,2,7,12,2,83,85,13,8,9
"683",2020-05-31,"Manhattan",25,1,10,4,1,77,78,11,7,8
"684",2020-06-01,"Manhattan",77,2,13,3,2,78,79,11,6,7
"685",2020-06-02,"Manhattan",71,1,11,7,1,70,71,11,6,7
"686",2020-06-03,"Manhattan",75,0,12,7,0,65,66,11,6,7
"687",2020-06-04,"Manhattan",88,0,10,8,0,64,65,11,7,8
"688",2020-06-05,"Manhattan",53,0,11,7,0,61,62,11,7,8
"689",2020-06-06,"Manhattan",33,2,5,1,0,60,61,10,5,6
"690",2020-06-07,"Manhattan",25,2,10,1,1,60,61,10,5,5
"691",2020-06-08,"Manhattan",75,6,9,2,1,60,62,10,5,5
"692",2020-06-09,"Manhattan",67,0,9,8,0,59,61,9,5,5
"693",2020-06-10,"Manhattan",69,1,13,1,0,59,60,10,4,4
"694",2020-06-11,"Manhattan",54,5,10,2,1,54,56,10,3,4
"695",2020-06-12,"Manhattan",58,3,8,3,0,54,57,9,3,3
"696",2020-06-13,"Manhattan",24,1,5,3,0,53,56,9,3,3
"697",2020-06-14,"Manhattan",28,1,6,2,0,54,56,9,3,3
"698",2020-06-15,"Manhattan",59,4,4,3,0,51,53,8,3,3
"699",2020-06-16,"Manhattan",67,1,7,2,0,51,54,8,2,2
"700",2020-06-17,"Manhattan",65,5,8,3,0,51,54,7,3,3
"701",2020-06-18,"Manhattan",58,0,6,4,0,51,53,6,3,3
"702",2020-06-19,"Manhattan",56,1,6,4,0,51,53,6,3,3
"703",2020-06-20,"Manhattan",44,2,5,2,0,54,56,6,3,3
"704",2020-06-21,"Manhattan",26,1,6,3,0,54,56,6,3,3
"705",2020-06-22,"Manhattan",62,3,8,2,0,54,56,7,3,3
"706",2020-06-23,"Manhattan",77,4,5,5,1,55,58,6,3,3
"707",2020-06-24,"Manhattan",73,0,7,3,0,57,58,6,3,3
"708",2020-06-25,"Manhattan",46,0,6,2,0,55,56,6,3,3
"709",2020-06-26,"Manhattan",63,1,4,6,0,56,57,6,3,3
"710",2020-06-27,"Manhattan",37,1,6,2,0,55,56,6,3,3
"711",2020-06-28,"Manhattan",41,3,3,5,0,57,59,6,4,4
"712",2020-06-29,"Manhattan",80,1,3,1,0,60,61,5,3,4
"713",2020-06-30,"Manhattan",94,2,9,4,0,62,63,5,3,3
"714",2020-07-01,"Manhattan",83,3,8,1,0,63,65,6,3,3
"715",2020-07-02,"Manhattan",81,1,6,8,0,68,70,6,4,4
"716",2020-07-03,"Manhattan",49,3,7,1,0,66,68,6,3,3
"717",2020-07-04,"Manhattan",32,4,9,0,1,66,68,6,3,3
"718",2020-07-05,"Manhattan",32,0,6,2,0,64,66,7,2,3
"719",2020-07-06,"Manhattan",77,4,7,4,0,64,66,7,3,3
"720",2020-07-07,"Manhattan",87,7,9,2,0,63,66,7,3,3
"721",2020-07-08,"Manhattan",120,3,7,3,0,68,71,7,3,3
"722",2020-07-09,"Manhattan",86,4,7,1,0,69,73,7,2,2
"723",2020-07-10,"Manhattan",49,4,1,1,0,69,73,7,2,2
"724",2020-07-11,"Manhattan",47,3,5,3,0,71,75,6,2,2
"725",2020-07-12,"Manhattan",42,2,3,0,0,73,76,6,2,2
"726",2020-07-13,"Manhattan",79,4,7,5,0,73,77,6,2,2
"727",2020-07-14,"Manhattan",80,6,7,1,0,72,76,5,2,2
"728",2020-07-15,"Manhattan",70,3,4,1,1,65,68,5,2,2
"729",2020-07-16,"Manhattan",89,2,6,1,0,65,69,5,2,2
"730",2020-07-17,"Manhattan",110,3,9,3,0,74,77,6,2,2
"731",2020-07-18,"Manhattan",36,3,6,2,1,72,76,6,2,2
"732",2020-07-19,"Manhattan",34,5,2,3,0,71,75,6,2,3
"733",2020-07-20,"Manhattan",80,5,4,2,0,71,75,5,2,2
"734",2020-07-21,"Manhattan",69,4,3,0,0,70,73,5,2,2
"735",2020-07-22,"Manhattan",59,1,4,0,0,68,71,5,2,2
"736",2020-07-23,"Manhattan",65,3,12,0,0,65,68,6,1,2
"737",2020-07-24,"Manhattan",56,3,5,0,0,57,60,5,1,1
"738",2020-07-25,"Manhattan",34,2,3,1,0,57,60,5,1,1
"739",2020-07-26,"Manhattan",18,5,6,0,1,54,58,5,0,1
"740",2020-07-27,"Manhattan",73,4,6,1,0,53,57,6,0,0
"741",2020-07-28,"Manhattan",58,4,2,2,0,52,55,5,1,1
"742",2020-07-29,"Manhattan",56,4,6,1,0,51,55,6,1,1
"743",2020-07-30,"Manhattan",44,2,3,1,0,48,52,4,1,1
"744",2020-07-31,"Manhattan",52,4,9,0,0,48,51,5,1,1
"745",2020-08-01,"Manhattan",33,3,5,0,0,48,51,5,1,1
"746",2020-08-02,"Manhattan",25,2,4,0,0,49,52,5,1,1
"747",2020-08-03,"Manhattan",56,8,6,1,1,46,50,5,1,1
